date,city_name,country,country_code,region,latitude,longitude,timezone,temperature_max,temperature_min,temperature_mean,precipitation_sum,precipitation_hours,wind_speed_max,wind_direction,humidity_max,humidity_min,uv_index_max,weather_code,sunrise,sunset,weather_description,temperature_range,humidity_mean,precipitation_category,temperature_category
2026-06-22,Concepción,Chile,CL,Sur,-36.827,-73.0503,America/Santiago,10.9,3.5,7.4,0.0,0.0,10.7,170,98,76,2.8,3,2026-06-22T08:05,2026-06-22T17:43,Nublado,7.4,87.0,Sin lluvia,Frío
2026-06-15,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,18.3,13.6,15.7,0.0,0.0,10.5,241,99,72,5.3,3,2026-06-15T07:21,2026-06-15T18:02,Nublado,4.7,85.5,Sin lluvia,Templado
2026-06-16,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,17.8,13.3,15.3,0.0,0.0,9.2,258,99,77,5.3,3,2026-06-16T07:22,2026-06-16T18:02,Nublado,4.5,88.0,Sin lluvia,Templado
2026-06-17,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,17.7,14.1,15.8,0.9,8.0,8.8,281,99,76,4.1,51,2026-06-17T07:22,2026-06-17T18:02,Llovizna leve,3.6,87.5,Leve,Templado
2026-06-18,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,20.0,15.2,17.3,0.7,4.0,15.2,228,89,61,5.0,51,2026-06-18T07:22,2026-06-18T18:03,Llovizna leve,4.8,75.0,Leve,Templado
2026-06-19,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,21.6,13.3,16.9,0.0,0.0,12.1,221,97,42,5.2,2,2026-06-19T07:22,2026-06-19T18:03,Parcialmente nublado,8.3,69.5,Sin lluvia,Templado
2026-06-20,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,17.1,14.4,16.0,0.9,8.0,8.5,322,97,74,5.2,51,2026-06-20T07:23,2026-06-20T18:03,Llovizna leve,2.7,85.5,Leve,Templado
2026-06-21,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,17.2,12.9,15.5,0.0,0.0,11.8,230,89,64,4.6,3,2026-06-21T07:23,2026-06-21T18:03,Nublado,4.3,76.5,Sin lluvia,Templado
2026-06-22,Antofagasta,Chile,CL,Norte,-23.6509,-70.3954,America/Santiago,18.4,13.0,15.5,0.0,0.0,11.3,270,91,50,4.7,3,2026-06-22T07:23,2026-06-22T18:03,Nublado,5.4,70.5,Sin lluvia,Templado
2026-06-15,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,9.9,0.7,4.1,0.0,0.0,9.4,205,100,69,2.8,3,2026-06-15T08:06,2026-06-15T17:34,Nublado,9.2,84.5,Sin lluvia,Frío
2026-06-16,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,10.1,1.1,4.1,0.0,0.0,5.6,190,100,65,2.8,3,2026-06-16T08:07,2026-06-16T17:35,Nublado,9.0,82.5,Sin lluvia,Frío
2026-06-17,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,13.2,0.3,6.2,0.0,0.0,12.7,3,100,61,2.4,3,2026-06-17T08:07,2026-06-17T17:35,Nublado,12.9,80.5,Sin lluvia,Frío
2026-06-18,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,12.5,5.5,8.4,0.1,1.0,10.3,334,98,71,2.6,51,2026-06-18T08:07,2026-06-18T17:35,Llovizna leve,7.0,84.5,Leve,Frío
2026-06-19,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,10.9,6.3,8.7,5.8,7.0,24.5,356,99,81,1.6,80,2026-06-19T08:08,2026-06-19T17:35,Chubascos leves,4.6,90.0,Moderada,Frío
2026-06-20,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,9.0,5.8,6.9,17.6,19.0,18.8,305,98,88,2.5,95,2026-06-20T08:08,2026-06-20T17:35,Tormenta eléctrica,3.2,93.0,Moderada,Frío
2026-06-21,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,9.6,4.5,6.6,10.2,16.0,13.1,282,99,77,2.5,80,2026-06-21T08:08,2026-06-21T17:35,Chubascos leves,5.1,88.0,Moderada,Frío
2026-06-22,Temuco,Chile,CL,Sur,-38.7359,-72.5904,America/Santiago,9.6,4.7,6.5,1.6,12.0,10.7,283,100,71,2.0,51,2026-06-22T08:08,2026-06-22T17:36,Llovizna leve,4.9,85.5,Leve,Frío
2026-06-15,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,19.7,14.6,17.1,0.0,0.0,9.6,226,100,77,6.0,3,2026-06-15T07:13,2026-06-15T18:08,Nublado,5.1,88.5,Sin lluvia,Templado
2026-06-16,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,18.9,15.2,16.8,0.0,0.0,8.4,219,100,81,5.9,3,2026-06-16T07:13,2026-06-16T18:08,Nublado,3.7,90.5,Sin lluvia,Templado
2026-06-17,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,19.9,15.8,17.4,0.2,2.0,8.8,294,100,71,5.9,51,2026-06-17T07:14,2026-06-17T18:08,Llovizna leve,4.1,85.5,Leve,Templado
2026-06-18,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,21.1,16.6,18.6,0.1,1.0,11.2,226,91,60,5.9,51,2026-06-18T07:14,2026-06-18T18:08,Llovizna leve,4.5,75.5,Leve,Templado
2026-06-19,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,21.0,14.2,17.1,0.0,0.0,11.1,200,97,57,5.7,3,2026-06-19T07:14,2026-06-19T18:09,Nublado,6.8,77.0,Sin lluvia,Templado
2026-06-20,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,19.6,14.5,17.1,0.0,0.0,8.4,326,98,70,5.6,3,2026-06-20T07:14,2026-06-20T18:09,Nublado,5.1,84.0,Sin lluvia,Templado
2026-06-21,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,19.4,15.0,17.1,0.0,0.0,10.7,231,95,67,6.0,3,2026-06-21T07:15,2026-06-21T18:09,Nublado,4.4,81.0,Sin lluvia,Templado
2026-06-22,Iquique,Chile,CL,Norte,-20.2141,-70.1522,America/Santiago,19.4,14.0,16.3,0.0,0.0,10.7,220,95,70,6.0,3,2026-06-22T07:15,2026-06-22T18:09,Nublado,5.4,82.5,Sin lluvia,Templado
2026-06-15,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,13.4,2.3,7.3,0.0,0.0,14.9,303,79,53,3.2,1,2026-06-15T07:58,2026-06-15T17:49,Mayormente despejado,11.1,66.0,Sin lluvia,Frío
2026-06-16,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,17.9,7.3,11.6,0.0,0.0,15.5,294,86,59,3.3,1,2026-06-16T07:59,2026-06-16T17:49,Mayormente despejado,10.6,72.5,Sin lluvia,Templado
2026-06-17,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,13.3,6.4,10.3,0.0,0.0,16.0,112,88,67,3.3,3,2026-06-17T07:59,2026-06-17T17:49,Nublado,6.9,77.5,Sin lluvia,Templado
2026-06-18,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,12.7,9.9,11.1,9.1,9.0,15.6,44,95,73,1.7,63,2026-06-18T07:59,2026-06-18T17:49,Lluvia moderada,2.8,84.0,Moderada,Templado
2026-06-19,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,14.4,8.3,10.8,0.8,4.0,18.6,230,97,45,3.2,51,2026-06-19T08:00,2026-06-19T17:50,Llovizna leve,6.1,71.0,Leve,Templado
2026-06-20,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,14.3,5.6,9.6,0.0,0.0,12.4,343,84,62,3.2,3,2026-06-20T08:00,2026-06-20T17:50,Nublado,8.7,73.0,Sin lluvia,Frío
2026-06-21,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,14.0,8.0,10.4,0.1,1.0,11.8,326,83,64,2.8,51,2026-06-21T08:00,2026-06-21T17:50,Llovizna leve,6.0,73.5,Leve,Templado
2026-06-22,Buenos Aires,Argentina,AR,Pampeana,-34.6037,-58.3816,America/Argentina/Buenos_Aires,11.6,6.8,8.9,0.0,0.0,15.4,240,83,55,2.8,3,2026-06-22T08:00,2026-06-22T17:50,Nublado,4.8,69.0,Sin lluvia,Frío
2026-06-15,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,16.6,3.9,8.7,0.0,0.0,10.2,44,97,61,3.1,3,2026-06-15T08:14,2026-06-15T18:20,Nublado,12.7,79.0,Sin lluvia,Frío
2026-06-16,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,19.3,5.1,11.0,0.0,0.0,6.3,294,100,49,3.3,3,2026-06-16T08:14,2026-06-16T18:20,Nublado,14.2,74.5,Sin lluvia,Templado
2026-06-17,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,17.0,6.7,11.5,0.0,0.0,17.1,21,91,59,3.6,3,2026-06-17T08:14,2026-06-17T18:20,Nublado,10.3,75.0,Sin lluvia,Templado
2026-06-18,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,15.6,11.6,12.9,1.9,10.0,17.5,63,98,72,3.0,53,2026-06-18T08:14,2026-06-18T18:20,Llovizna moderada,4.0,85.0,Leve,Templado
2026-06-19,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,17.1,7.7,11.9,0.0,0.0,14.2,177,76,38,3.8,3,2026-06-19T08:15,2026-06-19T18:21,Nublado,9.4,57.0,Sin lluvia,Templado
2026-06-20,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,20.1,6.4,11.5,0.0,0.0,20.2,32,84,41,3.9,3,2026-06-20T08:15,2026-06-20T18:21,Nublado,13.7,62.5,Sin lluvia,Templado
2026-06-21,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,14.7,6.5,9.9,2.0,7.0,11.0,196,93,55,3.8,53,2026-06-21T08:15,2026-06-21T18:21,Llovizna moderada,8.2,74.0,Leve,Frío
2026-06-22,Córdoba,Argentina,AR,Centro,-31.4201,-64.1888,America/Argentina/Cordoba,13.0,4.0,8.2,2.5,4.0,15.5,209,96,38,3.8,53,2026-06-22T08:15,2026-06-22T18:21,Llovizna moderada,9.0,67.0,Leve,Frío
2026-06-15,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,13.4,3.2,7.9,0.0,0.0,11.8,332,98,58,3.2,3,2026-06-15T08:03,2026-06-15T18:02,Nublado,10.2,78.0,Sin lluvia,Frío
2026-06-16,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,18.1,6.6,11.1,0.0,0.0,12.1,313,95,65,3.2,3,2026-06-16T08:03,2026-06-16T18:02,Nublado,11.5,80.0,Sin lluvia,Templado
2026-06-17,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,15.1,6.6,10.6,0.0,0.0,13.1,79,100,77,3.4,3,2026-06-17T08:04,2026-06-17T18:03,Nublado,8.5,88.5,Sin lluvia,Templado
2026-06-18,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,11.6,10.1,10.8,22.1,14.0,14.5,67,99,92,1.0,81,2026-06-18T08:04,2026-06-18T18:03,Chubascos moderados,1.5,95.5,Fuerte,Templado
2026-06-19,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,15.9,7.6,10.9,0.1,1.0,19.6,225,97,43,3.4,51,2026-06-19T08:04,2026-06-19T18:03,Llovizna leve,8.3,70.0,Leve,Templado
2026-06-20,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,15.4,7.0,10.1,0.0,0.0,10.5,4,91,53,3.4,3,2026-06-20T08:04,2026-06-20T18:03,Nublado,8.4,72.0,Sin lluvia,Templado
2026-06-21,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,14.3,6.6,10.2,0.0,0.0,8.0,111,98,66,3.0,3,2026-06-21T08:05,2026-06-21T18:03,Nublado,7.7,82.0,Sin lluvia,Templado
2026-06-22,Rosario,Argentina,AR,Pampeana,-32.9442,-60.6505,America/Argentina/Buenos_Aires,12.3,6.6,9.2,0.9,2.0,19.5,230,91,52,3.3,53,2026-06-22T08:05,2026-06-22T18:04,Llovizna moderada,5.7,71.5,Leve,Frío
2026-06-15,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,13.4,2.2,7.0,0.0,0.0,7.6,115,93,55,3.4,3,2026-06-15T08:36,2026-06-15T18:35,Nublado,11.2,74.0,Sin lluvia,Frío
2026-06-16,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,16.7,5.4,10.2,0.0,0.0,4.7,119,81,28,3.2,3,2026-06-16T08:36,2026-06-16T18:35,Nublado,11.3,54.5,Sin lluvia,Templado
2026-06-17,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,14.1,7.2,10.1,0.0,0.0,7.0,119,62,39,3.2,3,2026-06-17T08:36,2026-06-17T18:35,Nublado,6.9,50.5,Sin lluvia,Templado
2026-06-18,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,18.6,5.1,12.2,0.0,0.0,23.9,189,96,29,3.3,3,2026-06-18T08:37,2026-06-18T18:36,Nublado,13.5,62.5,Sin lluvia,Templado
2026-06-19,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,13.4,4.5,8.8,0.0,0.0,8.9,16,76,51,3.6,3,2026-06-19T08:37,2026-06-19T18:36,Nublado,8.9,63.5,Sin lluvia,Frío
2026-06-20,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,19.0,4.6,9.9,0.0,0.0,16.1,180,87,22,3.6,3,2026-06-20T08:37,2026-06-20T18:36,Nublado,14.4,54.5,Sin lluvia,Frío
2026-06-21,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,14.0,4.8,8.8,0.9,5.0,23.4,221,59,25,3.6,51,2026-06-21T08:37,2026-06-21T18:36,Llovizna leve,9.2,42.0,Leve,Frío
2026-06-22,Mendoza,Argentina,AR,Cuyo,-32.8908,-68.8272,America/Argentina/Mendoza,8.6,2.6,5.8,0.0,0.0,12.1,353,72,44,3.6,1,2026-06-22T08:37,2026-06-22T18:36,Mayormente despejado,6.0,58.0,Sin lluvia,Frío
2026-06-15,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,14.1,10.9,12.2,0.1,1.0,5.5,134,95,77,3.0,51,2026-06-15T08:07,2026-06-15T18:35,Llovizna leve,3.2,86.0,Leve,Templado
2026-06-16,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,17.2,8.9,12.7,0.0,0.0,4.3,163,100,67,4.3,3,2026-06-16T08:07,2026-06-16T18:35,Nublado,8.3,83.5,Sin lluvia,Templado
2026-06-17,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,16.2,9.0,12.5,0.0,0.0,8.6,66,100,65,3.8,3,2026-06-17T08:08,2026-06-17T18:35,Nublado,7.2,82.5,Sin lluvia,Templado
2026-06-18,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,17.1,11.0,13.8,0.0,0.0,14.1,220,94,62,4.6,3,2026-06-18T08:08,2026-06-18T18:35,Nublado,6.1,78.0,Sin lluvia,Templado
2026-06-19,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,19.4,8.5,13.6,0.0,0.0,11.0,41,96,47,4.6,1,2026-06-19T08:08,2026-06-19T18:35,Mayormente despejado,10.9,71.5,Sin lluvia,Templado
2026-06-20,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,18.6,6.2,11.7,0.0,0.0,8.2,253,98,48,4.6,2,2026-06-20T08:08,2026-06-20T18:35,Parcialmente nublado,12.4,73.0,Sin lluvia,Templado
2026-06-21,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,17.4,7.6,12.4,0.3,2.0,15.0,214,93,50,4.6,51,2026-06-21T08:09,2026-06-21T18:36,Llovizna leve,9.8,71.5,Leve,Templado
2026-06-22,Tucumán,Argentina,AR,NOA,-26.8241,-65.2226,America/Argentina/Tucuman,14.6,9.4,12.1,0.1,1.0,13.6,225,79,47,2.0,51,2026-06-22T08:09,2026-06-22T18:36,Llovizna leve,5.2,63.0,Leve,Templado
2026-06-15,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,12.6,3.3,7.3,0.0,0.0,19.9,307,83,65,2.8,1,2026-06-15T08:04,2026-06-15T17:36,Mayormente despejado,9.3,74.0,Sin lluvia,Frío
2026-06-16,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,16.2,6.4,10.3,0.0,0.0,27.6,261,85,41,2.8,0,2026-06-16T08:05,2026-06-16T17:37,Despejado,9.8,63.0,Sin lluvia,Templado
2026-06-17,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,10.7,6.7,9.1,0.0,0.0,21.2,157,82,58,2.8,3,2026-06-17T08:05,2026-06-17T17:37,Nublado,4.0,70.0,Sin lluvia,Frío
2026-06-18,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,12.4,5.9,8.9,8.1,8.0,23.2,355,97,71,2.0,61,2026-06-18T08:05,2026-06-18T17:37,Lluvia leve,6.5,84.0,Moderada,Frío
2026-06-19,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,13.2,6.9,10.2,1.0,3.0,26.5,225,97,54,2.6,51,2026-06-19T08:05,2026-06-19T17:37,Llovizna leve,6.3,75.5,Leve,Templado
2026-06-20,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,12.4,4.2,7.9,0.0,0.0,21.3,325,89,58,2.7,3,2026-06-20T08:06,2026-06-20T17:37,Nublado,8.2,73.5,Sin lluvia,Frío
2026-06-21,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,14.3,5.5,8.5,0.0,0.0,18.7,317,84,53,2.7,3,2026-06-21T08:06,2026-06-21T17:37,Nublado,8.8,68.5,Sin lluvia,Frío
2026-06-22,Mar del Plata,Argentina,AR,Pampeana,-38.0023,-57.5575,America/Argentina/Buenos_Aires,10.7,4.3,6.6,0.2,2.0,19.0,254,95,63,2.6,51,2026-06-22T08:06,2026-06-22T17:38,Llovizna leve,6.4,79.0,Leve,Frío
2026-06-15,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,14.3,6.8,9.1,0.5,5.0,7.7,48,100,65,3.2,51,2026-06-15T08:03,2026-06-15T18:40,Llovizna leve,7.5,82.5,Leve,Frío
2026-06-16,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,18.1,5.1,9.1,0.0,0.0,9.6,69,100,51,5.2,3,2026-06-16T08:04,2026-06-16T18:40,Nublado,13.0,75.5,Sin lluvia,Frío
2026-06-17,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,13.2,5.2,8.1,0.0,0.0,11.1,61,100,67,4.6,3,2026-06-17T08:04,2026-06-17T18:40,Nublado,8.0,83.5,Sin lluvia,Frío
2026-06-18,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,15.8,4.0,9.2,0.3,2.0,11.8,351,100,60,5.2,51,2026-06-18T08:04,2026-06-18T18:40,Llovizna leve,11.8,80.0,Leve,Frío
2026-06-19,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,17.1,6.0,10.2,0.0,0.0,11.5,359,100,43,5.1,3,2026-06-19T08:04,2026-06-19T18:40,Nublado,11.1,71.5,Sin lluvia,Templado
2026-06-20,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,18.0,2.5,8.4,0.0,0.0,5.8,318,100,39,5.2,3,2026-06-20T08:05,2026-06-20T18:41,Nublado,15.5,69.5,Sin lluvia,Frío
2026-06-21,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,19.0,2.5,9.1,0.0,0.0,11.9,18,100,46,5.0,3,2026-06-21T08:05,2026-06-21T18:41,Nublado,16.5,73.0,Sin lluvia,Frío
2026-06-22,Salta,Argentina,AR,NOA,-24.7821,-65.4232,America/Argentina/Salta,7.3,4.1,6.2,6.9,17.0,12.7,312,97,77,1.8,53,2026-06-22T08:05,2026-06-22T18:41,Llovizna moderada,3.2,87.0,Moderada,Frío
2026-06-15,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,12.1,1.9,5.3,0.0,0.0,9.8,244,84,46,2.6,0,2026-06-15T09:09,2026-06-15T18:22,Despejado,10.2,65.0,Sin lluvia,Frío
2026-06-16,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,12.9,3.1,6.3,0.0,0.0,11.0,229,68,33,2.2,2,2026-06-16T09:09,2026-06-16T18:22,Parcialmente nublado,9.8,50.5,Sin lluvia,Frío
2026-06-17,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,7.2,2.2,4.9,0.0,0.0,12.2,162,80,43,2.6,3,2026-06-17T09:09,2026-06-17T18:22,Nublado,5.0,61.5,Sin lluvia,Frío
2026-06-18,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,6.9,4.6,5.5,0.0,0.0,23.6,287,85,61,2.4,3,2026-06-18T09:10,2026-06-18T18:22,Nublado,2.3,73.0,Sin lluvia,Frío
2026-06-19,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,6.7,3.6,4.7,11.5,10.0,22.6,286,100,79,2.0,86,2026-06-19T09:10,2026-06-19T18:22,Chubascos de nieve intensos,3.1,89.5,Moderada,Frío
2026-06-20,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,5.3,2.9,4.1,4.0,20.0,27.0,299,96,78,2.8,85,2026-06-20T09:10,2026-06-20T18:23,Chubascos de nieve leves,2.4,87.0,Leve,Frío
2026-06-21,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,6.5,3.5,4.5,0.3,2.0,16.1,283,92,64,2.4,51,2026-06-21T09:11,2026-06-21T18:23,Llovizna leve,3.0,78.0,Leve,Frío
2026-06-22,Bariloche,Argentina,AR,Patagonia,-41.1335,-71.3103,America/Argentina/Buenos_Aires,5.6,2.5,4.2,0.0,0.0,17.6,281,83,65,2.2,3,2026-06-22T09:11,2026-06-22T18:23,Nublado,3.1,74.0,Sin lluvia,Frío
2026-06-15,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,16.6,11.6,13.8,0.0,0.0,11.6,172,97,66,4.4,3,2026-06-15T07:33,2026-06-15T18:08,Nublado,5.0,81.5,Sin lluvia,Templado
2026-06-16,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,18.1,8.6,12.9,0.0,0.0,9.0,160,97,55,4.5,3,2026-06-16T07:34,2026-06-16T18:08,Nublado,9.5,76.0,Sin lluvia,Templado
2026-06-17,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,21.3,9.2,14.7,0.0,0.0,9.8,126,98,52,4.4,3,2026-06-17T07:34,2026-06-17T18:08,Nublado,12.1,75.0,Sin lluvia,Templado
2026-06-18,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,23.2,15.2,18.8,0.0,0.0,19.9,52,87,59,3.0,3,2026-06-18T07:34,2026-06-18T18:08,Nublado,8.0,73.0,Sin lluvia,Templado
2026-06-19,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,19.2,12.5,15.9,48.7,15.0,21.9,204,98,67,2.1,96,2026-06-19T07:34,2026-06-19T18:08,Tormenta con granizo leve,6.7,82.5,Fuerte,Templado
2026-06-20,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,17.0,9.1,13.0,0.0,0.0,10.4,64,100,59,4.6,3,2026-06-20T07:35,2026-06-20T18:08,Nublado,7.9,79.5,Sin lluvia,Templado
2026-06-21,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,21.2,9.0,14.9,0.0,0.0,11.7,71,97,55,4.6,3,2026-06-21T07:35,2026-06-21T18:09,Nublado,12.2,76.0,Sin lluvia,Templado
2026-06-22,Asunción,Paraguay,PY,Sur,-25.2867,-57.647,America/Asuncion,17.5,11.5,14.8,6.9,8.0,21.8,198,98,60,4.6,95,2026-06-22T07:35,2026-06-22T18:09,Tormenta eléctrica,6.0,79.0,Moderada,Templado
2026-06-15,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,19.0,9.6,13.5,0.0,0.0,11.4,193,93,58,4.5,3,2026-06-15T07:22,2026-06-15T17:55,Nublado,9.4,75.5,Sin lluvia,Templado
2026-06-16,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,19.3,7.3,12.3,0.0,0.0,8.6,192,99,58,4.8,3,2026-06-16T07:22,2026-06-16T17:55,Nublado,12.0,78.5,Sin lluvia,Templado
2026-06-17,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,22.7,8.6,13.8,0.0,0.0,8.5,122,100,49,4.8,3,2026-06-17T07:23,2026-06-17T17:55,Nublado,14.1,74.5,Sin lluvia,Templado
2026-06-18,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,21.8,10.5,16.0,0.0,0.0,16.5,60,87,52,3.7,3,2026-06-18T07:23,2026-06-18T17:55,Nublado,11.3,69.5,Sin lluvia,Templado
2026-06-19,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,17.9,13.3,15.3,28.5,12.0,22.8,45,98,62,1.2,95,2026-06-19T07:23,2026-06-19T17:56,Tormenta eléctrica,4.6,80.0,Fuerte,Templado
2026-06-20,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,15.6,10.5,13.1,0.3,3.0,12.5,225,97,72,2.8,51,2026-06-20T07:23,2026-06-20T17:56,Llovizna leve,5.1,84.5,Leve,Templado
2026-06-21,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,19.9,9.0,14.1,0.0,0.0,15.7,51,99,65,4.8,3,2026-06-21T07:24,2026-06-21T17:56,Nublado,10.9,82.0,Sin lluvia,Templado
