date,city_name,country,country_code,region,latitude,longitude,timezone,temperature_max,temperature_min,temperature_mean,precipitation_sum,precipitation_hours,wind_speed_max,wind_direction,humidity_max,humidity_min,uv_index_max,weather_code,sunrise,sunset,weather_description,temperature_range,humidity_mean,precipitation_category,temperature_category
2026-06-22,Ciudad del Este,Paraguay,PY,Este,-25.5097,-54.6106,America/Asuncion,17.8,10.9,15.8,20.5,10.0,25.5,303,98,66,1.4,96,2026-06-22T07:24,2026-06-22T17:56,Tormenta con granizo leve,6.9,82.0,Fuerte,Templado
2026-06-15,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,11.6,6.7,8.9,0.0,0.0,22.7,301,85,65,3.2,3,2026-06-15T07:50,2026-06-15T17:39,Nublado,4.9,75.0,Sin lluvia,Frío
2026-06-16,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,14.9,8.1,11.5,0.0,0.0,31.5,299,83,71,3.3,0,2026-06-16T07:50,2026-06-16T17:39,Despejado,6.8,77.0,Sin lluvia,Templado
2026-06-17,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,13.2,8.5,11.3,0.0,0.0,23.2,140,88,65,3.3,2,2026-06-17T07:51,2026-06-17T17:40,Parcialmente nublado,4.7,76.5,Sin lluvia,Templado
2026-06-18,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,14.0,7.1,10.3,3.6,3.0,25.9,38,88,66,2.0,81,2026-06-18T07:51,2026-06-18T17:40,Chubascos moderados,6.9,77.0,Leve,Templado
2026-06-19,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,12.2,10.2,11.3,4.8,11.0,34.3,231,95,73,3.2,61,2026-06-19T07:51,2026-06-19T17:40,Lluvia leve,2.0,84.0,Leve,Templado
2026-06-20,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,13.0,6.3,9.6,0.0,0.0,15.6,335,92,62,2.9,3,2026-06-20T07:52,2026-06-20T17:40,Nublado,6.7,77.0,Sin lluvia,Frío
2026-06-21,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,12.3,6.7,9.2,0.0,0.0,16.3,350,93,70,2.2,3,2026-06-21T07:52,2026-06-21T17:40,Nublado,5.6,81.5,Sin lluvia,Frío
2026-06-22,Montevideo,Uruguay,UY,Sur,-34.9011,-56.1645,America/Montevideo,11.1,8.0,9.5,0.4,4.0,28.1,265,98,69,2.3,51,2026-06-22T07:52,2026-06-22T17:41,Llovizna leve,3.1,83.5,Leve,Frío
2026-06-15,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,11.7,5.1,8.0,0.0,0.0,22.2,299,76,57,3.2,1,2026-06-15T07:45,2026-06-15T17:34,Mayormente despejado,6.6,66.5,Sin lluvia,Frío
2026-06-16,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,16.1,7.3,11.4,0.0,0.0,31.9,291,79,64,3.3,0,2026-06-16T07:45,2026-06-16T17:34,Despejado,8.8,71.5,Sin lluvia,Templado
2026-06-17,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,13.1,6.9,10.7,0.0,0.0,23.6,175,88,64,3.3,2,2026-06-17T07:46,2026-06-17T17:35,Parcialmente nublado,6.2,76.0,Sin lluvia,Templado
2026-06-18,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,14.3,5.6,9.9,0.0,0.0,27.0,36,90,61,2.0,3,2026-06-18T07:46,2026-06-18T17:35,Nublado,8.7,75.5,Sin lluvia,Frío
2026-06-19,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,12.6,10.1,11.4,6.6,11.0,34.1,237,97,66,2.6,63,2026-06-19T07:46,2026-06-19T17:35,Lluvia moderada,2.5,81.5,Moderada,Templado
2026-06-20,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,13.4,6.5,9.4,0.0,0.0,14.2,312,90,52,3.0,3,2026-06-20T07:47,2026-06-20T17:35,Nublado,6.9,71.0,Sin lluvia,Frío
2026-06-21,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,12.3,6.2,8.7,0.0,0.0,11.9,359,86,65,2.2,3,2026-06-21T07:47,2026-06-21T17:35,Nublado,6.1,75.5,Sin lluvia,Frío
2026-06-22,Punta del Este,Uruguay,UY,Sur,-34.9721,-54.9377,America/Montevideo,11.8,6.9,9.3,0.9,4.0,26.3,258,90,77,2.6,51,2026-06-22T07:47,2026-06-22T17:36,Llovizna leve,4.9,83.5,Leve,Frío
2026-06-15,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,16.8,14.3,15.7,17.0,22.0,9.5,159,99,87,0.7,95,2026-06-15T06:46,2026-06-15T17:27,Tormenta eléctrica,2.5,93.0,Moderada,Templado
2026-06-16,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,17.6,13.7,15.0,1.0,6.0,7.6,161,97,75,4.2,51,2026-06-16T06:46,2026-06-16T17:27,Llovizna leve,3.9,86.0,Leve,Templado
2026-06-17,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,18.9,10.0,14.0,0.0,0.0,9.7,141,100,39,5.2,3,2026-06-17T06:46,2026-06-17T17:28,Nublado,8.9,69.5,Sin lluvia,Templado
2026-06-18,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,18.2,9.6,12.9,0.0,0.0,11.1,110,100,42,5.2,3,2026-06-18T06:46,2026-06-18T17:28,Nublado,8.6,71.0,Sin lluvia,Templado
2026-06-19,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,23.3,9.6,15.6,0.0,0.0,14.1,28,98,42,5.2,3,2026-06-19T06:47,2026-06-19T17:28,Nublado,13.7,70.0,Sin lluvia,Templado
2026-06-20,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,22.8,13.4,17.7,7.1,7.0,16.3,328,95,50,4.8,81,2026-06-20T06:47,2026-06-20T17:28,Chubascos moderados,9.4,72.5,Moderada,Templado
2026-06-21,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,20.4,11.4,15.6,0.0,0.0,12.4,292,96,54,5.2,3,2026-06-21T06:47,2026-06-21T17:28,Nublado,9.0,75.0,Sin lluvia,Templado
2026-06-22,São Paulo,Brasil,BR,Sudeste,-23.5505,-46.6333,America/Sao_Paulo,24.6,10.9,17.5,0.0,0.0,15.8,355,97,39,5.2,3,2026-06-22T06:47,2026-06-22T17:29,Nublado,13.7,68.0,Sin lluvia,Templado
2026-06-15,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,22.9,20.0,21.2,19.6,20.0,19.4,185,98,81,4.4,96,2026-06-15T06:31,2026-06-15T17:15,Tormenta con granizo leve,2.9,89.5,Moderada,Cálido
2026-06-16,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,20.7,19.2,20.0,26.2,22.0,17.2,161,97,86,0.9,96,2026-06-16T06:31,2026-06-16T17:15,Tormenta con granizo leve,1.5,91.5,Fuerte,Templado
2026-06-17,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,21.2,18.5,19.6,5.4,13.0,13.9,223,95,69,5.0,55,2026-06-17T06:31,2026-06-17T17:15,Llovizna intensa,2.7,82.0,Moderada,Templado
2026-06-18,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,22.2,17.3,19.5,0.0,0.0,8.9,243,83,55,5.1,3,2026-06-18T06:32,2026-06-18T17:15,Nublado,4.9,69.0,Sin lluvia,Templado
2026-06-19,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,24.2,16.4,20.0,0.0,0.0,10.3,36,92,57,5.2,3,2026-06-19T06:32,2026-06-19T17:15,Nublado,7.8,74.5,Sin lluvia,Templado
2026-06-20,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,26.4,17.3,21.3,0.0,0.0,13.3,7,93,54,5.1,3,2026-06-20T06:32,2026-06-20T17:16,Nublado,9.1,73.5,Sin lluvia,Cálido
2026-06-21,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,22.1,19.2,21.0,1.5,7.0,21.3,231,93,73,1.3,51,2026-06-21T06:32,2026-06-21T17:16,Llovizna leve,2.9,83.0,Leve,Cálido
2026-06-22,Río de Janeiro,Brasil,BR,Sudeste,-22.9068,-43.1729,America/Sao_Paulo,24.7,17.9,21.0,0.0,0.0,10.6,52,96,68,5.1,3,2026-06-22T06:33,2026-06-22T17:16,Nublado,6.8,82.0,Sin lluvia,Cálido
2026-06-15,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,26.4,17.1,21.5,1.7,7.0,11.4,186,94,47,6.3,53,2026-06-15T06:36,2026-06-15T17:47,Llovizna moderada,9.3,70.5,Leve,Cálido
2026-06-16,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,26.4,17.5,21.8,0.5,4.0,10.5,162,90,45,6.3,51,2026-06-16T06:36,2026-06-16T17:48,Llovizna leve,8.9,67.5,Leve,Cálido
2026-06-17,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,26.3,16.6,21.0,0.1,1.0,12.0,166,88,40,6.3,51,2026-06-17T06:36,2026-06-17T17:48,Llovizna leve,9.7,64.0,Leve,Cálido
2026-06-18,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,26.5,15.8,20.7,0.0,0.0,12.8,118,76,36,6.3,3,2026-06-18T06:37,2026-06-18T17:48,Nublado,10.7,56.0,Sin lluvia,Cálido
2026-06-19,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,26.9,15.6,20.5,0.0,0.0,16.8,103,91,39,6.3,3,2026-06-19T06:37,2026-06-19T17:48,Nublado,11.3,65.0,Sin lluvia,Cálido
2026-06-20,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,26.1,16.3,21.0,0.4,4.0,7.9,71,87,43,6.3,51,2026-06-20T06:37,2026-06-20T17:48,Llovizna leve,9.8,65.0,Leve,Cálido
2026-06-21,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,24.6,17.3,20.9,0.0,0.0,9.0,145,86,53,5.4,3,2026-06-21T06:37,2026-06-21T17:49,Nublado,7.3,69.5,Sin lluvia,Cálido
2026-06-22,Brasília,Brasil,BR,Centro-Oeste,-15.7801,-47.9292,America/Sao_Paulo,25.7,17.0,20.6,0.0,0.0,11.2,94,83,42,5.8,3,2026-06-22T06:37,2026-06-22T17:49,Nublado,8.7,62.5,Sin lluvia,Cálido
2026-06-15,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,27.3,23.4,25.4,1.0,5.0,10.4,127,90,68,6.6,51,2026-06-15T05:53,2026-06-15T17:15,Llovizna leve,3.9,79.0,Leve,Cálido
2026-06-16,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,27.2,24.1,25.5,3.7,9.0,13.3,87,89,74,6.2,53,2026-06-16T05:53,2026-06-16T17:15,Llovizna moderada,3.1,81.5,Leve,Cálido
2026-06-17,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,27.9,23.2,25.2,1.8,7.0,14.6,138,93,71,6.4,53,2026-06-17T05:53,2026-06-17T17:15,Llovizna moderada,4.7,82.0,Leve,Cálido
2026-06-18,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,25.7,23.2,24.5,10.0,22.0,29.7,154,91,71,6.5,55,2026-06-18T05:54,2026-06-18T17:15,Llovizna intensa,2.5,81.0,Moderada,Cálido
2026-06-19,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,25.6,23.3,24.4,4.7,22.0,28.2,154,78,65,6.2,53,2026-06-19T05:54,2026-06-19T17:16,Llovizna moderada,2.3,71.5,Leve,Cálido
2026-06-20,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,25.6,23.3,24.4,0.0,0.0,20.7,173,65,53,6.6,3,2026-06-20T05:54,2026-06-20T17:16,Nublado,2.3,59.0,Sin lluvia,Cálido
2026-06-21,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,26.1,21.6,24.0,0.0,0.0,13.0,163,78,59,6.2,0,2026-06-21T05:54,2026-06-21T17:16,Despejado,4.5,68.5,Sin lluvia,Cálido
2026-06-22,Salvador,Brasil,BR,Nordeste,-12.9714,-38.5014,America/Bahia,25.5,21.7,23.7,0.1,1.0,14.0,178,86,63,6.5,51,2026-06-22T05:55,2026-06-22T17:16,Llovizna leve,3.8,74.5,Leve,Cálido
2026-06-15,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,30.0,23.5,26.8,2.7,11.0,17.4,120,95,63,7.6,53,2026-06-15T05:37,2026-06-15T17:31,Llovizna moderada,6.5,79.0,Leve,Cálido
2026-06-16,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,29.8,24.2,27.0,0.4,2.0,18.5,124,89,59,7.2,51,2026-06-16T05:37,2026-06-16T17:31,Llovizna leve,5.6,74.0,Leve,Cálido
2026-06-17,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,29.4,23.5,26.2,5.6,13.0,17.4,130,94,70,7.6,80,2026-06-17T05:37,2026-06-17T17:32,Chubascos leves,5.9,82.0,Moderada,Cálido
2026-06-18,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,30.3,22.4,26.6,2.4,8.0,14.9,126,97,60,7.6,53,2026-06-18T05:38,2026-06-18T17:32,Llovizna moderada,7.9,78.5,Leve,Cálido
2026-06-19,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,31.8,22.2,26.9,3.6,8.0,17.9,149,97,48,7.6,55,2026-06-19T05:38,2026-06-19T17:32,Llovizna intensa,9.6,72.5,Leve,Cálido
2026-06-20,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,29.7,22.4,26.1,5.9,9.0,17.1,159,97,56,7.6,80,2026-06-20T05:38,2026-06-20T17:32,Chubascos leves,7.3,76.5,Moderada,Cálido
2026-06-21,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,30.1,23.7,26.8,1.7,9.0,14.8,116,92,60,7.6,51,2026-06-21T05:38,2026-06-21T17:33,Llovizna leve,6.4,76.0,Leve,Cálido
2026-06-22,Fortaleza,Brasil,BR,Nordeste,-3.7172,-38.5433,America/Fortaleza,30.2,24.3,27.1,1.5,6.0,17.5,125,90,57,7.6,53,2026-06-22T05:39,2026-06-22T17:33,Llovizna moderada,5.9,73.5,Leve,Cálido
2026-06-15,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,25.1,16.4,20.1,0.7,5.0,10.8,249,90,50,5.6,51,2026-06-15T06:28,2026-06-15T17:24,Llovizna leve,8.7,70.0,Leve,Cálido
2026-06-16,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,24.7,16.4,20.0,0.2,2.0,9.3,234,93,46,5.6,51,2026-06-16T06:28,2026-06-16T17:24,Llovizna leve,8.3,69.5,Leve,Templado
2026-06-17,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,23.5,13.8,18.2,0.0,0.0,8.3,147,94,38,5.7,3,2026-06-17T06:28,2026-06-17T17:24,Nublado,9.7,66.0,Sin lluvia,Templado
2026-06-18,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,21.7,12.3,16.5,0.0,0.0,12.5,115,89,50,5.8,1,2026-06-18T06:29,2026-06-18T17:24,Mayormente despejado,9.4,69.5,Sin lluvia,Templado
2026-06-19,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,21.1,12.0,16.1,0.0,0.0,13.7,94,87,49,5.8,2,2026-06-19T06:29,2026-06-19T17:25,Parcialmente nublado,9.1,68.0,Sin lluvia,Templado
2026-06-20,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,22.3,11.2,16.5,0.0,0.0,9.3,103,81,47,5.6,3,2026-06-20T06:29,2026-06-20T17:25,Nublado,11.1,64.0,Sin lluvia,Templado
2026-06-21,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,24.1,13.6,18.4,0.0,0.0,8.7,194,80,45,5.7,3,2026-06-21T06:29,2026-06-21T17:25,Nublado,10.5,62.5,Sin lluvia,Templado
2026-06-22,Belo Horizonte,Brasil,BR,Sudeste,-19.9167,-43.9345,America/Sao_Paulo,24.0,15.3,19.2,0.0,0.0,9.1,96,78,41,5.8,3,2026-06-22T06:30,2026-06-22T17:25,Nublado,8.7,59.5,Sin lluvia,Templado
2026-06-15,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,30.4,24.5,27.3,1.5,4.0,9.3,61,95,63,7.6,53,2026-06-15T06:02,2026-06-15T17:58,Llovizna moderada,5.9,79.0,Leve,Cálido
2026-06-16,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,31.0,24.7,27.2,2.9,6.0,8.0,349,99,61,7.6,80,2026-06-16T06:02,2026-06-16T17:59,Chubascos leves,6.3,80.0,Leve,Cálido
2026-06-17,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,28.4,23.4,25.9,15.2,16.0,12.5,251,98,72,7.6,81,2026-06-17T06:02,2026-06-17T17:59,Chubascos moderados,5.0,85.0,Moderada,Cálido
2026-06-18,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,30.3,24.0,27.1,0.9,7.0,5.2,54,100,59,7.6,51,2026-06-18T06:03,2026-06-18T17:59,Llovizna leve,6.3,79.5,Leve,Cálido
2026-06-19,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,29.7,24.4,27.0,3.4,8.0,5.9,27,100,68,7.6,95,2026-06-19T06:03,2026-06-19T17:59,Tormenta eléctrica,5.3,84.0,Leve,Cálido
2026-06-20,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,30.5,24.5,27.4,2.5,7.0,10.2,82,100,61,7.6,80,2026-06-20T06:03,2026-06-20T17:59,Chubascos leves,6.0,80.5,Leve,Cálido
2026-06-21,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,31.6,24.7,28.1,2.1,7.0,8.7,78,96,54,7.4,53,2026-06-21T06:03,2026-06-21T18:00,Llovizna moderada,6.9,75.0,Leve,Cálido
2026-06-22,Manaus,Brasil,BR,Norte,-3.119,-60.0217,America/Manaus,31.5,25.6,28.1,1.3,5.0,12.2,77,92,55,7.6,53,2026-06-22T06:03,2026-06-22T18:00,Llovizna moderada,5.9,73.5,Leve,Cálido
2026-06-15,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,13.5,9.8,11.7,1.7,11.0,11.9,73,98,88,0.8,51,2026-06-15T07:00,2026-06-15T17:34,Llovizna leve,3.7,93.0,Leve,Templado
2026-06-16,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,17.9,9.8,12.7,0.0,0.0,7.0,311,99,56,4.8,3,2026-06-16T07:00,2026-06-16T17:34,Nublado,8.1,77.5,Sin lluvia,Templado
2026-06-17,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,18.3,5.9,11.5,0.0,0.0,7.9,228,94,36,5.0,1,2026-06-17T07:01,2026-06-17T17:34,Mayormente despejado,12.4,65.0,Sin lluvia,Templado
2026-06-18,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,14.5,8.0,10.5,0.0,0.0,14.2,73,99,67,4.1,3,2026-06-18T07:01,2026-06-18T17:34,Nublado,6.5,83.0,Sin lluvia,Templado
2026-06-19,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,20.5,8.2,13.7,2.9,3.0,14.5,5,99,57,4.2,80,2026-06-19T07:01,2026-06-19T17:34,Chubascos leves,12.3,78.0,Leve,Templado
2026-06-20,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,14.1,9.7,12.1,35.6,15.0,15.8,14,99,90,0.6,95,2026-06-20T07:01,2026-06-20T17:35,Tormenta eléctrica,4.4,94.5,Fuerte,Templado
2026-06-21,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,18.4,8.8,12.1,0.0,0.0,10.9,326,100,56,5.0,3,2026-06-21T07:02,2026-06-21T17:35,Nublado,9.6,78.0,Sin lluvia,Templado
2026-06-22,Curitiba,Brasil,BR,Sul,-25.4297,-49.2711,America/Sao_Paulo,21.8,8.8,15.4,4.8,4.0,27.7,337,97,57,4.7,95,2026-06-22T07:02,2026-06-22T17:35,Tormenta eléctrica,13.0,77.0,Leve,Templado
2026-06-15,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,28.2,23.9,25.9,6.3,21.0,15.0,135,94,72,7.0,53,2026-06-15T05:30,2026-06-15T17:09,Llovizna moderada,4.3,83.0,Moderada,Cálido
2026-06-16,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,28.6,24.0,26.2,2.3,10.0,14.2,121,93,65,7.2,53,2026-06-16T05:30,2026-06-16T17:10,Llovizna moderada,4.6,79.0,Leve,Cálido
2026-06-17,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,28.7,22.7,26.1,0.3,3.0,10.5,156,91,65,7.2,51,2026-06-17T05:30,2026-06-17T17:10,Llovizna leve,6.0,78.0,Leve,Cálido
2026-06-18,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,28.6,23.4,26.1,0.8,7.0,15.8,168,94,67,7.2,51,2026-06-18T05:31,2026-06-18T17:10,Llovizna leve,5.2,80.5,Leve,Cálido
2026-06-19,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,27.3,22.9,24.9,11.0,24.0,22.1,178,95,71,7.2,80,2026-06-19T05:31,2026-06-19T17:10,Chubascos leves,4.4,83.0,Moderada,Cálido
2026-06-20,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,27.1,22.3,24.5,4.5,20.0,18.9,185,96,72,7.1,55,2026-06-20T05:31,2026-06-20T17:10,Llovizna intensa,4.8,84.0,Leve,Cálido
2026-06-21,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,26.7,22.7,24.9,3.5,17.0,18.4,180,92,75,6.8,53,2026-06-21T05:31,2026-06-21T17:11,Llovizna moderada,4.0,83.5,Leve,Cálido
2026-06-22,Recife,Brasil,BR,Nordeste,-8.0539,-34.8811,America/Recife,26.6,23.0,24.5,7.6,18.0,15.6,177,96,78,6.8,80,2026-06-22T05:32,2026-06-22T17:11,Chubascos leves,3.6,87.0,Moderada,Cálido
2026-06-15,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,14.4,8.7,11.4,0.0,0.0,9.1,201,92,51,4.0,3,2026-06-15T07:18,2026-06-15T17:31,Nublado,5.7,71.5,Sin lluvia,Templado
2026-06-16,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,15.5,6.0,10.3,0.0,0.0,12.3,297,99,52,4.0,1,2026-06-16T07:18,2026-06-16T17:32,Mayormente despejado,9.5,75.5,Sin lluvia,Templado
2026-06-17,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,17.3,7.9,11.6,0.0,0.0,12.1,276,91,57,4.0,3,2026-06-17T07:19,2026-06-17T17:32,Nublado,9.4,74.0,Sin lluvia,Templado
2026-06-18,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,17.9,7.0,12.3,0.0,0.0,16.5,91,100,56,3.8,3,2026-06-18T07:19,2026-06-18T17:32,Nublado,10.9,78.0,Sin lluvia,Templado
2026-06-19,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,16.9,11.5,14.0,4.7,8.0,16.7,306,97,72,2.2,55,2026-06-19T07:19,2026-06-19T17:32,Llovizna intensa,5.4,84.5,Leve,Templado
2026-06-20,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,13.5,9.7,11.6,0.0,0.0,11.4,207,95,66,3.6,3,2026-06-20T07:19,2026-06-20T17:32,Nublado,3.8,80.5,Sin lluvia,Templado
2026-06-21,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,16.2,9.5,12.1,0.0,0.0,13.4,124,97,65,4.0,3,2026-06-21T07:20,2026-06-21T17:33,Nublado,6.7,81.0,Sin lluvia,Templado
2026-06-22,Porto Alegre,Brasil,BR,Sul,-30.0346,-51.2177,America/Sao_Paulo,14.1,8.8,12.3,18.5,16.0,16.4,229,99,90,0.6,95,2026-06-22T07:20,2026-06-22T17:33,Tormenta eléctrica,5.3,94.5,Moderada,Templado
2026-06-15,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,32.4,24.0,27.4,2.4,9.0,13.3,88,99,59,7.6,53,2026-06-15T06:13,2026-06-15T18:15,Llovizna moderada,8.4,79.0,Leve,Cálido
2026-06-16,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,32.2,23.5,27.2,4.4,8.0,10.4,70,98,59,7.6,80,2026-06-16T06:13,2026-06-16T18:15,Chubascos leves,8.7,78.5,Leve,Cálido
2026-06-17,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,31.0,23.0,25.5,16.5,18.0,10.8,32,99,68,7.8,95,2026-06-17T06:13,2026-06-17T18:16,Tormenta eléctrica,8.0,83.5,Moderada,Cálido
2026-06-18,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,32.2,23.0,26.7,0.9,5.0,11.2,60,98,54,7.8,53,2026-06-18T06:13,2026-06-18T18:16,Llovizna moderada,9.2,76.0,Leve,Cálido
2026-06-19,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,31.3,23.4,26.1,7.2,10.0,11.3,69,97,62,7.8,80,2026-06-19T06:14,2026-06-19T18:16,Chubascos leves,7.9,79.5,Moderada,Cálido
2026-06-20,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,30.8,23.4,26.3,3.4,10.0,11.3,38,97,64,7.8,53,2026-06-20T06:14,2026-06-20T18:16,Llovizna moderada,7.4,80.5,Leve,Cálido
2026-06-21,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,32.6,23.3,27.1,1.7,7.0,11.9,54,96,51,7.8,53,2026-06-21T06:14,2026-06-21T18:16,Llovizna moderada,9.3,73.5,Leve,Cálido
2026-06-22,Belém,Brasil,BR,Norte,-1.4558,-48.5044,America/Belem,32.2,23.8,27.4,1.9,10.0,10.8,83,96,56,7.8,53,2026-06-22T06:14,2026-06-22T18:17,Llovizna moderada,8.4,76.0,Leve,Cálido
